Symbol	Bed chr (hg19)	start	end	chr locus	Annotator	Date updated	Origin	Expansion of gene name	Known function of gene	Variant type	Hom or Het	Variant chr	Variant start	Variant end	Call	Literature 1 (Title; PMID; Lit score)	Literature 2 (Title; PMID; Lit score)	Literature 3 (Title; PMID; Lit score)	Literature 4 (Title; PMID; Lit score)	Literature 5 (Title; PMID; Lit score)	Literature 6 (Title; PMID; Lit score)	Literature 7 (Title; PMID; Lit score)	Free text comments		Pathway
UQCRB	chr8	97238903	97247862	8q22.1			Index gene	ubiquinol-cytochrome c reductase binding protein																	
PTDSS1	chr8	97274113	97346779	8q22.1			Index gene	phosphatidylserine synthase 1																	
TSPYL5	chr8	98285713	98290176	8q22.1			Index gene	TSPY like 5																	
MTDH	chr8	98656406	98742488	8q22.1			Index gene	metadherin																	
LAPTM4B	chr8	98787808	98864830	8q22.1			Index gene	lysosomal protein transmembrane 4 beta																	
RPL30	chr8	99053937	99057818	8q22.2			Index gene	ribosomal protein L30																	
COX6C	chr8	100890222	100906242	8q22.2			Index gene	cytochrome c oxidase subunit 6C																	
POLR2K	chr8	101162838	101166230	8q22.2			Index gene	RNA polymerase II subunit K																	
RNF19A	chr8	101269286	101348446	8q22.2			Index gene	ring finger protein 19A, RBR E3 ubiquitin protein ligase																	
ANKRD46	chr8	101521979	101572014	8q22.3			Index gene	ankyrin repeat domain 46																	
PABPC1	chr8	101715143	101734315	8q22.3			Index gene	poly(A) binding protein cytoplasmic 1																	
YWHAZ	chr8	101930803	101965623	8q22.3			Index gene	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta																	
ZNF706	chr8	102209265	102218292	8q22.3			Index gene	zinc finger protein 706																	
NCALD	chr8	102698769	103137135	8q22.3			Index gene	neurocalcin delta																	
UBR5	chr8	103264501	103424917	8q22.3			Index gene	ubiquitin protein ligase E3 component n-recognin 5																	
AZIN1	chr8	103838529	103876428	8q22.3			Index gene	antizyme inhibitor 1																	
ATP6V1C1	chr8	104033247	104085285	8q22.3			Index gene	ATPase H+ transporting V1 subunit C1																	
BAALC	chr8	104152920	104242533	8q22.3			Index gene	brain and acute leukemia, cytoplasmic																	
EIF3E	chr8	109213971	109260959	8q23.1			Index gene	eukaryotic translation initiation factor 3 subunit E																	
EBAG9	chr8	110551928	110578225	8q23.2			Index gene	estrogen receptor binding site associated, antigen, 9																	
SYBU	chr8	110586404	110704020	8q23.2			Index gene	syntabulin																	
EIF3H	chr8	117657054	117768062	8q23.3-q24.11			Index gene	eukaryotic translation initiation factor 3 subunit H																	
RAD21	chr8	117858172	117887105	8q24.11			Index gene	RAD21 cohesin complex component																	
MRPL13	chr8	121408082	121457647	8q24.12			Index gene	mitochondrial ribosomal protein L13																	
DERL1	chr8	124025403	124054663	8q24.13			Index gene	derlin 1																	
TMEM65	chr8	125323158	125384940	8q24.13			Index gene	transmembrane protein 65																	
RNF139	chr8	125487007	125500859	8q24.13			Index gene	ring finger protein 139																	
TATDN1	chr8	125500734	125551329	8q24.13			Index gene	TatD DNase domain containing 1																	
NDUFB9	chr8	125551342	125562227	8q24.13			Index gene	NADH:ubiquinone oxidoreductase subunit B9																	
MTSS1	chr8	125563010	125740748	8q24.13			Index gene	MTSS1, I-BAR domain containing																	
SQLE	chr8	126010719	126034525	8q24.13			Index gene	squalene epoxidase																	
FAM49B	chr8	130851838	131028897	8q24.21			Index gene	family with sequence similarity 49 member B																	
NDRG1	chr8	134249413	134309547	8q24.22			Index gene	N-myc downstream regulated 1																	
KHDRBS3	chr8	136469707	136659852	8q24.23			Index gene	KH RNA binding domain containing, signal transduction associated 3																	
TRAPPC9	chr8	140739967	141468678	8q24.3			Index gene	trafficking protein particle complex 9																	
PTK2	chr8	141668480	142011412	8q24.3			Index gene	protein tyrosine kinase 2																	
PTP4A3	chr8	142431487	142442554	8q24.3			Index gene	protein tyrosine phosphatase type IVA, member 3																	
ADGRB1	chr8	143545376	143626368	8q24.3			Index gene	adhesion G protein-coupled receptor B1																	
LY6E	chr8	144099901	144103827	8q24.3			Index gene	lymphocyte antigen 6 family member E																	
LY6H	chr8	144239330	144242053	8q24.3			Index gene	lymphocyte antigen 6 family member H																	
EEF1D	chr8	144661866	144679845	8q24.3			Index gene	eukaryotic translation elongation factor 1 delta																	
TSTA3	chr8	144694787	144699732	8q24.3			Index gene	tissue specific transplantation antigen P35B																	
PUF60	chr8	144898513	144911556	8q24.3			Index gene	poly(U) binding splicing factor 60																	
GRINA	chr8	145064225	145067583	8q24.3			Index gene	glutamate ionotropic receptor NMDA type subunit associated protein 1																	
GPAA1	chr8	145137523	145141119	8q24.3			Index gene	glycosylphosphatidylinositol anchor attachment 1																	
CYC1	chr8	145149937	145152430	8q24.3			Index gene	cytochrome c1																	
SHARPIN	chr8	145153535	145159140	8q24.3			Index gene	SHANK associated RH domain interactor																	
MAF1	chr8	145159304	145162515	8q24.3			Index gene	MAF1 homolog, negative regulator of RNA polymerase III																	
HSF1	chr8	145515269	145538385	8q24.3			Index gene	heat shock transcription factor 1																	
DGAT1	chr8	145538245	145550582	8q24.3			Index gene	diacylglycerol O-acyltransferase 1																	
CPSF1	chr8	145618445	145634733	8q24.3			Index gene	cleavage and polyadenylation specific factor 1																	
VPS28	chr8	145648983	145653946	8q24.3			Index gene	VPS28, ESCRT-I subunit																	
CYHR1	chr8	145675314	145691031	8q24.3			Index gene	cysteine and histidine rich 1																	
PPP1R16A	chr8	145703364	145727504	8q24.3			Index gene	protein phosphatase 1 regulatory subunit 16A																	
LRRC24	chr8	145747760	145752416	8q24.3			Index gene	leucine rich repeat containing 24																	
RPL8	chr8	146015149	146017831	8q24.3			Index gene	ribosomal protein L8																	
COMMD5	chr8	146075550	146078963	8q24.3			Index gene	COMM domain containing 5																	
C8orf33	chr8	146277823	146281416	8q24.3			Index gene	chromosome 8 open reading frame 33																	
SMARCA2	chr9	2015218	2193623	9p24.3	KH	12/6/2017	Index gene	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2		1	Het				LP	Prevalence of Pathogenic Copy Number Variation in Adults With Pediatric-Onset Epilepsy and Intellectual Disability; PMID: 28846756; 1	In-Frame Deletion and Missense Mutations of the C-Terminal Helicase Domain of SMARCA2 in Three Patients with Nicolaides-Baraitser Syndrome; PMID: 22822383; 1	Mutations affecting components of the SWI/SNF complex cause Coffin-Siris syndrome; PMID: 22426308; 1	Clinical significance of de novo and inherited copy-number variation; PMID: 24038936 ; 1						
AK3	chr9	4709556	4742043	9p24.1			Index gene	adenylate kinase 3																	
TMEM261	chr9	7796490	7799806	9p24.1			Index gene	transmembrane protein 261																	
PTPRD	chr9	8314245	10612723	9p24.1-p23			Index gene	protein tyrosine phosphatase, receptor type D																	
NFIB	chr9	14081841	14398982	9p23-p22.3			Index gene	nuclear factor I B																	
SNAPC3	chr9	15422781	15461627	9p22.3			Index gene	small nuclear RNA activating complex polypeptide 3																	
PSIP1	chr9	15464064	15511017	9p22.3			Index gene	PC4 and SFRS1 interacting protein 1																	
SH3GL2	chr9	17578951	17797126	9p22.2			Index gene	SH3 domain containing GRB2 like 2, endophilin A1																	
RRAGA	chr9	19049371	19051021	9p22.1			Index gene	Ras related GTP binding A																	
RPS6	chr9	19376253	19380235	9p22.1			Index gene	ribosomal protein S6																	
FOCAD	chr9	20658307	20995954	9p21.3			Index gene	focadhesin																	
HACD4	chr9	21003622	21031674	9p21.3			Index gene	3-hydroxyacyl-CoA dehydratase 4																	
NDUFB6	chr9	32553523	32573182	9p21.1			Index gene	NADH:ubiquinone oxidoreductase subunit B6																	
DNAJA1	chr9	33025200	33039906	9p21.1			Index gene	DnaJ heat shock protein family (Hsp40) member A1																	
SMU1	chr9	33041849	33076714	9p21.1			Index gene	DNA replication regulator and spliceosomal factor																	
BAG1	chr9	33252469	33264759	9p13.3			Index gene	BCL2 associated athanogene 1																	
CHMP5	chr9	33264876	33282067	9p13.3			Index gene	charged multivesicular body protein 5																	
NOL6	chr9	33461350	33473941	9p13.3			Index gene	nucleolar protein 6																	
UBE2R2	chr9	33817181	33920401	9p13.3			Index gene	ubiquitin conjugating enzyme E2 R2																	
UBAP1	chr9	34179002	34252521	9p13.3			Index gene	ubiquitin associated protein 1																	
NUDT2	chr9	34329503	34343711	9p13.3			Index gene	nudix hydrolase 2																	
FAM219A	chr9	34398181	34458568	9p13.3			Index gene	family with sequence similarity 219 member A																	
ENHO	chr9	34521039	34523037	9p13.3			Index gene	energy homeostasis associated																	
CNTFR	chr9	34551429	34590138	9p13.3			Index gene	ciliary neurotrophic factor receptor																	
DCTN3	chr9	34613541	34620520	9p13.3			Index gene	dynactin subunit 3																	
SIGMAR1	chr9	34634718	34637823	9p13.3			Index gene	sigma non-opioid intracellular receptor 1																	
DNAJB5	chr9	34989637	34998430	9p13.3			Index gene	DnaJ heat shock protein family (Hsp40) member B5																	
VCP	chr9	35056064	35072739	9p13.3			Index gene	valosin containing protein																	
STOML2	chr9	35099772	35103192	9p13.3			Index gene	stomatin like 2																	
RUSC2	chr9	35489948	35561895	9p13.3			Index gene	RUN and SH3 domain containing 2																	
TESK1	chr9	35605280	35610038	9p13.3			Index gene	testis-specific kinase 1																	
CD72	chr9	35609975	35618424	9p13.3			Index gene	CD72 molecule																	
CCDC107	chr9	35658286	35661500	9p13.3			Index gene	coiled-coil domain containing 107																	
TPM2	chr9	35681989	35690053	9p13.3			Index gene	tropomyosin 2 (beta)																	
CREB3	chr9	35732316	35737005	9p13.3			Index gene	cAMP responsive element binding protein 3																	
GBA2	chr9	35736862	35749225	9p13.3			Index gene	glucosylceramidase beta 2																	
NPR2	chr9	35792405	35809728	9p13.3			Index gene	natriuretic peptide receptor 2																	
TMEM8B	chr9	35829221	35854844	9p13.3			Index gene	transmembrane protein 8B																	
CLTA	chr9	36190852	36212059	9p13.3			Index gene	clathrin light chain A																	
RNF38	chr9	36336398	36401195	9p13.2			Index gene	ring finger protein 38																	
GRHPR	chr9	37422706	37436986	9p13.2			Index gene	glyoxylate and hydroxypyruvate reductase																	
FBXO10	chr9	37510888	37576250	9p13.2			Index gene	F-box protein 10																	
TOMM5	chr9	37588411	37592636	9p13.2			Index gene	translocase of outer mitochondrial membrane 5																	
ABHD17B	chr9	74477367	74526161	9q21.13			Index gene	abhydrolase domain containing 17B																	
ZFAND5	chr9	74966340	74980163	9q21.13			Index gene	zinc finger AN1-type containing 5																	
RFK	chr9	79000432	79009444	9q21.13			Index gene	riboflavin kinase																	
GNAQ	chr9	80331189	80646365	9q21.2			Index gene	G protein subunit alpha q																	
PSAT1	chr9	80911990	80945009	9q21.2			Index gene	phosphoserine aminotransferase 1																	
TLE4	chr9	82186687	82341796	9q21.31			Index gene	transducin like enhancer of split 4																	
TLE1	chr9	84198597	84304450	9q21.32			Index gene	transducin like enhancer of split 1																	
UBQLN1	chr9	86274877	86323168	9q21.32			Index gene	ubiquilin 1																	
HNRNPK	chr9	86582997	86595697	9q21.32			Index gene	heterogeneous nuclear ribonucleoprotein K																	
NTRK2	chr9	87283372	87641985	9q21.33			Index gene	neurotrophic receptor tyrosine kinase 2																	
AGTPBP1	chr9	88161453	88356944	9q21.33			Index gene	ATP/GTP binding protein 1																	
GOLM1	chr9	88641057	88715116	9q21.33			Index gene	golgi membrane protein 1																	
ISCA1	chr9	88879462	88897490	9q21.33			Index gene	iron-sulfur cluster assembly 1																	
CTSL	chr9	90340973	90346384	9q21.33			Index gene	cathepsin L																	
SPIN1	chr9	91003296	91093622	9q22.1			Index gene	spindlin 1																	
SECISBP2	chr9	91933387	91974578	9q22.2			Index gene	SECIS binding protein 2																	
SPTLC1	chr9	94793415	94877756	9q22.31			Index gene	serine palmitoyltransferase long chain base subunit 1																	
IARS	chr9	94972489	95056038	9q22.31			Index gene	isoleucyl-tRNA synthetase																	
CARD19	chr9	95858404	95875577	9q22.31			Index gene	caspase recruitment domain family member 19																	
FAM120AOS	chr9	96208781	96215874	9q22.31			Index gene	family with sequence similarity 120A opposite strand																	
HABP4	chr9	99212436	99253618	9q22.32			Index gene	hyaluronan binding protein 4																	
TMOD1	chr9	100263461	100364025	9q22.33			Index gene	tropomodulin 1																	
TSTD2	chr9	100362361	100395962	9q22.33			Index gene	thiosulfate sulfurtransferase like domain containing 2																	
NCBP1	chr9	100395704	100436029	9q22.33			Index gene	nuclear cap binding protein subunit 1																	
ANP32B	chr9	100745488	100778224	9q22.33			Index gene	acidic nuclear phosphoprotein 32 family member B																	
GABBR2	chr9	101050363	101471479	9q22.33			Index gene	gamma-aminobutyric acid type B receptor subunit 2																	
SEC61B	chr9	101984569	101992901	9q22.33			Index gene	Sec61 translocon beta subunit																	
ERP44	chr9	102741462	102861334	9q31.1			Index gene	endoplasmic reticulum protein 44																	
MSANTD3	chr9	103189494	103214016	9q31.1			Index gene	Myb/SANT DNA binding domain containing 3																	
MSANTD3-TMEFF1	chr9	103204187	103339918	9q31.1			Index gene	MSANTD3-TMEFF1 readthrough																	
TMEFF1	chr9	103235519	103339918	9q31.1			Index gene	transmembrane protein with EGF like and two follistatin like domains 1																	
PLPPR1	chr9	103791030	104087417	9q31.1			Index gene	phospholipid phosphatase related 1																	
TMEM246	chr9	104235439	104249503	9q31.1			Index gene	transmembrane protein 246																	
RNF20	chr9	104296130	104325626	9q31.1			Index gene	ring finger protein 20																	
NIPSNAP3A	chr9	107509848	107522405	9q31.1			Index gene	nipsnap homolog 3A																	
SLC44A1	chr9	108006893	108159628	9q31.1-q31.2			Index gene	solute carrier family 44 member 1																	
RAD23B	chr9	110045516	110094475	9q31.2			Index gene	RAD23 homolog B, nucleotide excision repair protein																	
IKBKAP	chr9	111629799	111696612	9q31.3			Index gene	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein																	
TMEM245	chr9	111777414	111882225	9q31.3			Index gene	transmembrane protein 245																	
TXN	chr9	113006091	113018920	9q31.3			Index gene	thioredoxin																	
