#hg19.refGene.name	hg19.refGene.chrom	hg19.refGene.txStart	hg19.refGene.txEnd	hgFixed.refLink.name	hgFixed.refLink.geneName
NM_001288656	chr16	4898380	4932402	UBN1	143676
NM_001324098	chr16	4853203	4897389	GLYR1	202400
NM_001324097	chr16	4854522	4897389	GLYR1	202400
NM_001324096	chr16	4854522	4897389	GLYR1	202400
NM_001308096	chr16	4853203	4897303	GLYR1	202400
NM_001079514	chr16	4897631	4932402	UBN1	143676
NR_038913	chr16	5083702	5092972	NAGPA-AS1	288045
NM_016256	chr16	5074844	5083942	NAGPA	152179
NM_014692	chr16	5008317	5069156	SEC14L5	193584
NM_001289029	chr16	5134300	5147821	EEF2KMT	267346
NM_019109	chr16	5121809	5137380	ALG1	151526
NM_001330504	chr16	5122248	5137380	ALG1	151526
NM_201598	chr16	5134300	5147821	EEF2KMT	267346
NM_201400	chr16	5134300	5147821	EEF2KMT	267346
NR_110902	chr16	5651169	5666251	LINC01570	325167
NR_107032	chr16	5682467	5682567	MIR8065	289112
NR_110736	chr16	8576550	8602209	TMEM114	194020
NM_001290098	chr16	8587570	8587828	TMEM114	194020
NM_001290097	chr16	8619501	8622226	TMEM114	194020
NM_001290095	chr16	8619501	8620007	TMEM114	194020
NM_001146336	chr16	8619501	8622226	TMEM114	194020
NM_024109	chr16	8715496	8740079	METTL22	202546
NR_134608	chr16	8715496	8740079	METTL22	202546
NM_001127448	chr16	8814572	8878432	ABAT	23392
NM_015421	chr16	8889036	8891505	TMEM186	81863
NM_000663	chr16	8806825	8878432	ABAT	23392
NM_014316	chr16	8946798	8962869	CARHSP1	80799
NM_001278261	chr16	8946798	8962576	CARHSP1	80799
NM_001278260	chr16	8946798	8962869	CARHSP1	80799
NM_001042476	chr16	8946798	8962258	CARHSP1	80799
NM_001278266	chr16	8946798	8955667	CARHSP1	80799
NM_001278264	chr16	8946798	8961285	CARHSP1	80799
NM_001278265	chr16	8946798	8955667	CARHSP1	80799
NM_001278263	chr16	8946798	8962218	CARHSP1	80799
NM_001278262	chr16	8946798	8955667	CARHSP1	80799
NR_135826	chr16	8985950	9043511	USP7	75507
NM_001286458	chr16	8985950	9030586	USP7	75507
NM_001286457	chr16	8985950	9030586	USP7	75507
NM_014117	chr16	9185536	9213555	C16orf72	155927
NR_135195	chr16	9449444	9501950	LINC02177	309220
NR_126397	chr16	9535150	9538842	LINC01177	435586
NR_126349	chr16	9539869	9549362	LINC01195	435572
NM_001424	chr16	10622278	10674573	EMP2	80793
NM_001278506	chr16	10837642	10863208	NUBP1	81295
NM_001323596	chr16	10837691	10863208	NUBP1	81295
NM_001323595	chr16	10837716	10863208	NUBP1	81295
NM_001323594	chr16	10837712	10863208	NUBP1	81295
NM_001323597	chr16	10837725	10863206	NUBP1	81295
NM_002484	chr16	10837642	10863208	NUBP1	81295
NM_014015	chr16	11022747	11036257	DEXI	151240
NM_021247	chr16	11367055	11367452	PRM3	80116
NM_003745	chr16	11348273	11350039	SOCS1	75427
NR_104428	chr16	11369492	11370337	PRM2	80351
NM_002762	chr16	11369492	11370337	PRM2	80351
NM_002761	chr16	11374692	11375192	PRM1	61725
NM_001286356	chr16	11369492	11370337	PRM2	80351
NM_005425	chr16	11361713	11363160	TNP2	78503
NM_001286359	chr16	11369492	11370337	PRM2	80351
NM_001286358	chr16	11369492	11370337	PRM2	80351
NM_001286357	chr16	11369492	11370337	PRM2	80351
NR_130754	chr16	11439294	11445620	RMI2	201800
NM_152308	chr16	11439294	11445620	RMI2	201800
NM_003498	chr16	11762288	11773015	SNN	81837
NR_131216	chr16	11913690	11922689	BCAR4	74931
NR_131217	chr16	11913690	11922689	BCAR4	74931
NR_131222	chr16	11913690	11922689	BCAR4	74931
NR_024049	chr16	11913691	11922689	BCAR4	74931
NR_024050	chr16	11913691	11922689	BCAR4	74931
NM_014153	chr16	11844441	11891114	ZC3H7A	85124
NM_001130007	chr16	11961984	12010519	GSPT1	22825
NM_001355514	chr16	12021121	12058295	NPIPB2	440027
NM_001130006	chr16	11961984	12009825	GSPT1	22825
NM_002094	chr16	11961984	12009825	GSPT1	22825
NM_015659	chr16	11928054	11945442	RSL1D1	82727
NM_001192	chr16	12058963	12061925	TNFRSF17	150959
NR_039869	chr16	12814177	12814228	MIR4718	289490
NM_001145205	chr16	12995476	13005507	SHISA9	202368
NR_110909	chr16	14103132	14109875	LINC02185	325173
NR_110915	chr16	14112736	14114934	LINC02186	325175
NR_030177	chr16	14397823	14397906	MIR193B	267978
NR_029854	chr16	14403141	14403228	MIR365A	271714
NR_131191	chr16	14456965	14464123	LINC02130	309143
NR_133651	chr16	14766404	14788430	PLA2G10	155066
NM_003561	chr16	14766404	14788430	PLA2G10	155066
NM_001330500	chr16	14726667	14763093	BFAR	77657
NM_016561	chr16	14726667	14763093	BFAR	77657
NM_001277323	chr16	14844669	14859315	NPIPA3	398189
NR_023387	chr16	14916288	14918559	ABCC6P2	260853
NM_001277324	chr16	14844669	14859305	NPIPA2	286289
NR_036140	chr16	14995364	14995448	MIR3179-1	431236
NR_036143	chr16	14995364	14995448	MIR3179-2	430941
NR_036145	chr16	14995364	14995448	MIR3179-3	430930
NR_128709	chr16	14995364	14995448	MIR3179-4	290617
NR_037442	chr16	15001573	15001638	MIR3670-1	431086
NR_049832	chr16	15001573	15001638	MIR3670-2	431239
NR_128712	chr16	15001573	15001638	MIR3670-3	289797
NR_128713	chr16	15001573	15001638	MIR3670-4	289614
NR_036141	chr16	15005076	15005170	MIR3180-1	290717
NR_036144	chr16	15005076	15005170	MIR3180-3	289252
NR_036142	chr16	15005080	15005168	MIR3180-2	289622
NR_106766	chr16	15019793	15019860	MIR6511A1	289518
NR_106969	chr16	15019793	15019860	MIR6511A2	290512
NR_106970	chr16	15019793	15019860	MIR6511A3	290270
NR_106971	chr16	15019793	15019860	MIR6511A4	289306
NR_106828	chr16	15024676	15024736	MIR6770-1	289496
NR_107060	chr16	15024676	15024736	MIR6770-2	289659
NR_107061	chr16	15024676	15024736	MIR6770-3	289854
NM_006985	chr16	15031299	15045917	NPIPA1	349048
NM_001270766	chr16	15131709	15149936	NTAN1	34930
NM_001270767	chr16	15131709	15149936	NTAN1	34930
NM_018427	chr16	15153878	15188192	RRN3	155130
NM_001301064	chr16	15153878	15188192	RRN3	155130
NM_173474	chr16	15131709	15149936	NTAN1	34930
NR_106775	chr16	15227922	15228007	MIR6511B1	290143
NR_106965	chr16	15227931	15228002	MIR6511B2	289509
NR_037466	chr16	15248706	15248859	MIR3180-4	289127
NM_001128423	chr16	15489610	15503543	MPV17L	80931
NM_173803	chr16	15489610	15503543	MPV17L	80931
NR_106761	chr16	15704886	15704952	MIR6506	290113
NM_001143979	chr16	15737123	15820208	NDE1	23453
NM_017668	chr16	15744082	15820208	NDE1	23453
NR_030159	chr16	15737150	15737229	MIR484	267878
NM_001304500	chr16	15959575	15982506	FOPNL	202565
NM_001304499	chr16	15959575	15982506	FOPNL	202565
NM_001304498	chr16	15959575	15982506	FOPNL	202565
NM_001304497	chr16	15959575	15982506	FOPNL	202565
NR_130757	chr16	15959575	15982506	FOPNL	202565
NM_001304502	chr16	15959575	15982506	FOPNL	202565
NM_144600	chr16	15959575	15982506	FOPNL	202565
NR_130756	chr16	15959575	15982506	FOPNL	202565
NR_130755	chr16	15959575	15982506	FOPNL	202565
NM_001079528	chr16	16315043	16317328	ABCC6	148878
NM_001282507	chr16	16473101	16487829	NPIPA7	288282
NM_001349949	chr16	16469903	16487829	NPIPA8	349349
NR_036140	chr16	16394015	16394099	MIR3179-1	431236
NR_036143	chr16	16394015	16394099	MIR3179-2	430941
NR_036145	chr16	16394015	16394099	MIR3179-3	430930
NR_128709	chr16	16394015	16394099	MIR3179-4	290617
NR_037442	chr16	16400226	16400291	MIR3670-1	431086
NR_049832	chr16	16400226	16400291	MIR3670-2	431239
NR_128712	chr16	16400226	16400291	MIR3670-3	289797
NR_128713	chr16	16400226	16400291	MIR3670-4	289614
NR_036141	chr16	16403731	16403825	MIR3180-1	290717
NR_036144	chr16	16403731	16403825	MIR3180-3	289252
NR_036142	chr16	16403735	16403823	MIR3180-2	289622
NR_036447	chr16	16411465	16444465	PKD1P1	265370
NR_106766	chr16	16418444	16418511	MIR6511A1	289518
NR_106969	chr16	16418444	16418511	MIR6511A2	290512
NR_106970	chr16	16418444	16418511	MIR6511A3	290270
NR_106971	chr16	16418444	16418511	MIR6511A4	289306
NR_106828	chr16	16423161	16423221	MIR6770-1	289496
NR_107060	chr16	16423161	16423221	MIR6770-2	289659
NR_107061	chr16	16423161	16423221	MIR6770-3	289854
NR_106766	chr16	16462732	16462799	MIR6511A1	289518
NR_106969	chr16	16462732	16462799	MIR6511A2	290512
NR_106970	chr16	16462732	16462799	MIR6511A3	290270
NR_106971	chr16	16462732	16462799	MIR6511A4	289306
NM_001282511	chr16	16473101	16487829	NPIPA8	349349
NM_001349948	chr16	16469903	16487829	NPIPA8	349349
NM_001349949	chr16	18411775	18429717	NPIPA8	349349
NR_106766	chr16	18437869	18437936	MIR6511A1	289518
NR_106969	chr16	18437869	18437936	MIR6511A2	290512
NR_106970	chr16	18437869	18437936	MIR6511A3	290270
NR_106971	chr16	18437869	18437936	MIR6511A4	289306
NR_106828	chr16	18473207	18473267	MIR6770-1	289496
NR_107060	chr16	18473207	18473267	MIR6770-2	289659
NR_107061	chr16	18473207	18473267	MIR6770-3	289854
NM_001282511	chr16	18411775	18426519	NPIPA8	349349
NM_001282507	chr16	18411775	18426519	NPIPA7	288282
NM_001349948	chr16	18411775	18429717	NPIPA8	349349
NR_036141	chr16	18496034	18496128	MIR3180-1	290717
NR_036144	chr16	18496034	18496128	MIR3180-3	289252
NR_036142	chr16	18496036	18496124	MIR3180-2	289622
NR_037442	chr16	18499554	18499619	MIR3670-1	431086
NR_049832	chr16	18499554	18499619	MIR3670-2	431239
NR_128712	chr16	18499554	18499619	MIR3670-3	289797
NR_128713	chr16	18499554	18499619	MIR3670-4	289614
NR_036140	chr16	18505750	18505834	MIR3179-1	431236
NR_036143	chr16	18505750	18505834	MIR3179-2	430941
NR_036145	chr16	18505750	18505834	MIR3179-3	430930
NR_128709	chr16	18505750	18505834	MIR3179-4	290617
NR_003569	chr16	18582569	18609607	ABCC6P1	265465
NM_173614	chr16	18511181	18573434	NOMO2	153252
NM_001004060	chr16	18511181	18573434	NOMO2	153252
NM_015161	chr16	18802988	18813000	ARL6IP1	75753
NM_001313858	chr16	18802988	18812692	ARL6IP1	75753
NM_001030009	chr16	18794276	18801656	RPS15A	76114
NM_001019	chr16	18794276	18801656	RPS15A	76114
NM_001190983	chr16	19079238	19091417	COQ7	33053
NR_028028	chr16	19125253	19132952	ITPRIPL2	155529
NM_016138	chr16	19078916	19091417	COQ7	33053
NM_001034841	chr16	19125253	19132952	ITPRIPL2	155529
NM_001256720	chr16	19297104	19322269	CLEC19A	349039
NM_001308161	chr16	19421860	19510434	TMC5	149408
NM_001105249	chr16	19422056	19510434	TMC5	149408
NM_001105248	chr16	19422056	19510434	TMC5	149408
NM_024780	chr16	19467771	19510434	TMC5	149408
NM_001261841	chr16	19429017	19510434	TMC5	149408
NM_001323577	chr16	19535178	19564728	CCP110	202536
NM_001323572	chr16	19535178	19564728	CCP110	202536
NM_014711	chr16	19535178	19564728	CCP110	202536
NM_001323576	chr16	19535178	19564728	CCP110	202536
NM_001323571	chr16	19535178	19564728	CCP110	202536
NM_001323569	chr16	19535178	19564728	CCP110	202536
NM_001323570	chr16	19535178	19564728	CCP110	202536
NM_001199022	chr16	19535178	19564728	CCP110	202536
NM_001348533	chr16	19717673	19729492	KNOP1	284657
NM_001348532	chr16	19717673	19729492	KNOP1	284657
NM_001348536	chr16	19717673	19729492	KNOP1	284657
NM_001348535	chr16	19717673	19729492	KNOP1	284657
NM_001348527	chr16	19717673	19729492	KNOP1	284657
NM_001348530	chr16	19717673	19729492	KNOP1	284657
NM_001348529	chr16	19717673	19729492	KNOP1	284657
NM_001348528	chr16	19717673	19729492	KNOP1	284657
NM_001348531	chr16	19717673	19729492	KNOP1	284657
NM_001348534	chr16	19717673	19729492	KNOP1	284657
NM_001012991	chr16	19717673	19729492	KNOP1	284657
NM_001348537	chr16	19717673	19729492	KNOP1	284657
NM_016235	chr16	19870292	19896233	GPRC5B	84310
NM_001304771	chr16	19870292	19896956	GPRC5B	84310
NM_001502	chr16	20320895	20338942	GP2	75791
NM_003361	chr16	20344372	20364200	UMOD	153897
NM_174924	chr16	20370491	20416033	PDILT	154289
NM_001324373	chr16	20420855	20431097	ACSM5	152274
NM_001278614	chr16	20344372	20364200	UMOD	153897
NM_001008389	chr16	20344372	20364200	UMOD	153897
NM_001007242	chr16	20320895	20338942	GP2	75791
NM_001007241	chr16	20320895	20338942	GP2	75791
NM_001007240	chr16	20320895	20338942	GP2	75791
NM_001308954	chr16	20462782	20498991	ACSM2A	84941
NM_001308172	chr16	20462782	20498991	ACSM2A	84941
NM_001308169	chr16	20462782	20498991	ACSM2A	84941
NR_134918	chr16	20634558	20702578	ACSM1	80242
NM_052956	chr16	20634558	20702578	ACSM1	80242
NM_001318890	chr16	20634558	20709110	ACSM1	80242
NM_005622	chr16	20775311	20808479	ACSM3	151413
NM_001304550	chr16	20744985	20753286	THUMPD1	81269
NM_017736	chr16	20744985	20753286	THUMPD1	81269
NM_080663	chr16	20791514	20817795	ERI2	152054
NM_001142725	chr16	20807661	20817795	ERI2	152054
NM_202000	chr16	20775311	20797638	ACSM3	151413
NR_126520	chr16	20911619	20936331	LYRM1	34948
NR_126528	chr16	20911619	20936331	LYRM1	34948
NR_126516	chr16	20911987	20936331	LYRM1	34948
NR_126521	chr16	20911987	20936331	LYRM1	34948
NR_126527	chr16	20912394	20936331	LYRM1	34948
NM_020424	chr16	20911189	20936331	LYRM1	34948
NM_001128302	chr16	20911987	20936331	LYRM1	34948
NM_001128301	chr16	20911987	20936331	LYRM1	34948
NM_001302836	chr16	20911619	20936331	LYRM1	34948
NM_001302835	chr16	20912425	20936331	LYRM1	34948
NM_173475	chr16	20866246	20911680	DCUN1D3	154176
NM_001301771	chr16	21169697	21191937	TMEM159	79292
NM_001301769	chr16	21169697	21191937	TMEM159	79292
NR_125971	chr16	21169697	21191937	TMEM159	79292
NM_020422	chr16	21169697	21191937	TMEM159	79292
NM_001301775	chr16	21169697	21191937	TMEM159	79292
NM_001301774	chr16	21169697	21191937	TMEM159	79292
NM_001301773	chr16	21169697	21191937	TMEM159	79292
NM_001290104	chr16	21208772	21225831	ZP2	72907
NM_003460	chr16	21208772	21225831	ZP2	72907
NM_001888	chr16	21269838	21314457	CRYM	81082
NM_145865	chr16	21245015	21263750	ANKS4B	81511
NR_026675	chr16	21312169	21329912	CRYM-AS1	324752
NM_130464	chr16	21413449	21436699	NPIPB3	286119
NR_037451	chr16	21517369	21517456	MIR3680-1	289479
NR_049833	chr16	21517369	21517456	MIR3680-2	289178
NR_002594	chr16	21529229	21531765	SLC7A5P2	266836
NM_005849	chr16	21652604	21663987	IGSF6	152645
NM_001310148	chr16	21845883	21869077	NPIPB4	286364
NR_003370	chr16	21807950	21830495	RRN3P1	306108
NR_033694	chr16	21995185	22012431	PDZD9	202326
NM_003366	chr16	21964384	21994981	UQCRC2	23282
NM_173806	chr16	21995185	22012431	PDZD9	202326
NM_001258035	chr16	22308695	22346424	POLR3E	151145
NM_001258034	chr16	22308695	22346424	POLR3E	151145
NM_001258033	chr16	22308695	22346424	POLR3E	151145
NR_047581	chr16	22308695	22346424	POLR3E	151145
NM_001802	chr16	22357256	22385938	CDR2	80005
NM_018119	chr16	22308695	22346424	POLR3E	151145
NM_001258036	chr16	22308695	22346424	POLR3E	151145
NR_027154	chr16	22448328	22503541	SMG1P1	279639
NR_027460	chr16	22430866	22449036	RRN3P3	414123
NM_006043	chr16	22825859	22927659	HS3ST2	155281
NM_020718	chr16	23072727	23160591	USP31	77434
NM_001083614	chr16	23533333	23568696	EARS2	154157
NR_003501	chr16	23533333	23568696	EARS2	154157
NM_019116	chr16	23568861	23585710	UBFD1	84663
NM_001308211	chr16	23536340	23568696	EARS2	154157
NM_015044	chr16	23474862	23521815	GGA2	144322
NR_037573	chr16	23652686	23685068	DCTN5	79487
NM_001199011	chr16	23652686	23662469	DCTN5	79487
NM_032486	chr16	23652686	23685068	DCTN5	79487
NM_024675	chr16	23614482	23652678	PALB2	154338
NM_005030	chr16	23690092	23701688	PLK1	53626
NM_001199743	chr16	23652686	23685068	DCTN5	79487
NM_022097	chr16	23765947	23770272	CHP2	193917
NR_106996	chr16	24214436	24214552	MIR1273H	289658
NM_006539	chr16	24266873	24373737	CACNG3	81896
NM_006910	chr16	24550907	24584183	RBBP6	141695
NM_018703	chr16	24550907	24584183	RBBP6	141695
NM_032626	chr16	24550907	24560722	RBBP6	141695
NR_122072	chr16	24672742	24682383	LINC01567	325360
NM_018054	chr16	24930704	25026699	ARHGAP17	151261
NM_001006634	chr16	24930704	25026699	ARHGAP17	151261
NR_135196	chr16	25078207	25080276	LINC02175	309219
NR_135197	chr16	25078207	25080276	LINC02175	309219
NR_120306	chr16	25111884	25122876	LCMT1-AS1	325203
NR_039998	chr16	25151891	25160353	LCMT1-AS2	324394
NM_001169	chr16	25228284	25240253	AQP8	52023
NM_001012981	chr16	25247321	25268855	ZKSCAN2	156286
NR_036146	chr16	26036557	26036631	MIR548W	290516
NM_001145545	chr16	27078218	27080487	C16orf82	153492
NM_001145348	chr16	27215295	27233089	KDM8	279586
NM_024773	chr16	27214806	27233089	KDM8	279586
NM_001257406	chr16	27325229	27376099	IL4R	81642
NM_001257407	chr16	27325229	27376099	IL4R	81642
NM_001257997	chr16	27325229	27376099	IL4R	81642
NM_000418	chr16	27325229	27376099	IL4R	81642
NM_021798	chr16	27438578	27463363	IL21R	76193
NR_037158	chr16	27458990	27464714	IL21R-AS1	324886
NM_181079	chr16	27413482	27463363	IL21R	76193
NM_181078	chr16	27413482	27463363	IL21R	76193
NM_144675	chr16	27798849	27899478	GSG1L	152508
NM_003752	chr16	28390902	28415209	EIF3C	79678
NM_001286478	chr16	28390902	28415209	EIF3C	79678
NM_001317857	chr16	28390902	28415206	EIF3CL	156981
NM_001317856	chr16	28390902	28415206	EIF3CL	156981
NR_106922	chr16	28402302	28402372	MIR6862-1	289835
NR_107058	chr16	28402302	28402372	MIR6862-2	289993
NM_001282524	chr16	28353838	28374181	NPIPB6	288277
NM_001267574	chr16	28390902	28415209	EIF3C	79678
NM_001199142	chr16	28390902	28437775	EIF3C	79678
NM_001099661	chr16	28390902	28415206	EIF3CL	156981
NM_001037808	chr16	28390902	28415209	EIF3C	79678
NM_001286110	chr16	28488600	28503403	CLN3	78467
NM_001286109	chr16	28477973	28503403	CLN3	78467
NM_001286104	chr16	28488600	28503623	CLN3	78467
NM_001286105	chr16	28488600	28503403	CLN3	78467
NM_012385	chr16	28548661	28550495	NUPR1	36240
NM_145659	chr16	28510682	28518155	IL27	78988
NM_001042432	chr16	28488599	28503623	CLN3	78467
NM_018690	chr16	28505969	28510291	APOBR	288263
NM_001042483	chr16	28548661	28550495	NUPR1	36240
NM_000086	chr16	28488599	28503403	CLN3	78467
NM_177534	chr16	28616907	28620649	SULT1A1	76178
NM_177536	chr16	28616907	28634907	SULT1A1	76178
NM_001310136	chr16	28649681	28669951	NPIPB8	287111
NM_177530	chr16	28616907	28620649	SULT1A1	76178
NM_177529	chr16	28616907	28621365	SULT1A1	76178
NM_177528	chr16	28603263	28607801	SULT1A2	155946
NM_001055	chr16	28616907	28621365	SULT1A1	76178
NM_001054	chr16	28603263	28608391	SULT1A2	155946
NM_001286478	chr16	28722737	28747050	EIF3C	79678
NM_001099661	chr16	28722740	28747050	EIF3CL	156981
NM_001287251	chr16	28763755	28784144	NPIPB9	288243
NM_001287250	chr16	28763755	28784144	NPIPB9	288243
NM_001317856	chr16	28722740	28747050	EIF3CL	156981
NM_003752	chr16	28722737	28747050	EIF3C	79678
NR_106922	chr16	28735572	28735642	MIR6862-1	289835
NR_107058	chr16	28735572	28735642	MIR6862-2	289993
NM_001317857	chr16	28722740	28747050	EIF3CL	156981
NM_001267574	chr16	28722737	28747050	EIF3C	79678
NM_001037808	chr16	28722737	28747050	EIF3C	79678
NM_001145812	chr16	28875295	28885534	SH2B1	152071
NM_004320	chr16	28889808	28915830	ATP2A1	21137
NM_003321	chr16	28853731	28857729	TUFM	82009
NM_024816	chr16	28915741	28936532	RABEP2	81463
NM_001286075	chr16	28891363	28915830	ATP2A1	21137
NR_039872	chr16	28855239	28855328	MIR4721	290650
NR_046287	chr16	28890277	28891242	ATP2A1-AS1	435057
NR_046288	chr16	28890277	28891242	ATP2A1-AS1	435057
NR_046289	chr16	28890277	28891242	ATP2A1-AS1	435057
NR_046290	chr16	28890277	28891242	ATP2A1-AS1	435057
NM_001145797	chr16	28875077	28885534	SH2B1	152071
NM_173201	chr16	28889808	28915830	ATP2A1	21137
NM_001178098	chr16	28943259	28950668	CD19	76022
NM_001770	chr16	28943259	28950668	CD19	76022
NM_015503	chr16	28875313	28885534	SH2B1	152071
NM_001308294	chr16	28875077	28885534	SH2B1	152071
NM_001308293	chr16	28857920	28885534	SH2B1	152071
NM_001145796	chr16	28875077	28885534	SH2B1	152071
NM_001145795	chr16	28875077	28885534	SH2B1	152071
NM_001142448	chr16	28986095	28995869	SPNS1	35461
NM_001142449	chr16	28986095	28995869	SPNS1	35461
NM_001142451	chr16	28986095	28995869	SPNS1	35461
NR_039742	chr16	28969903	28969982	MIR4517	290118
NM_032038	chr16	28986095	28995869	SPNS1	35461
NM_014387	chr16	28996386	29002104	LAT	73081
NM_001142450	chr16	28986095	28995869	SPNS1	35461
NM_001014989	chr16	28996146	29002104	LAT	73081
NM_001014988	chr16	28996386	29002104	LAT	73081
NM_001014987	chr16	28996386	29002104	LAT	73081
NM_001310137	chr16	29392638	29415123	NPIPB11	286443
NM_001031827	chr16	29464908	29466285	BOLA2	38314
NM_001320579	chr16	29464908	29466285	BOLA2	38314
NR_135312	chr16	29436731	29458347	SMG1P6	275069
NM_001320628	chr16	29454225	29465526	BOLA2-SMG1P6	279729
NM_001320622	chr16	29454225	29466285	BOLA2-SMG1P6	279729
NM_001320623	chr16	29454225	29466285	BOLA2-SMG1P6	279729
NM_001320624	chr16	29454225	29466285	BOLA2-SMG1P6	279729
NM_001320625	chr16	29454225	29466285	BOLA2-SMG1P6	279729
NM_001320627	chr16	29454225	29466285	BOLA2-SMG1P6	279729
NR_037608	chr16	29466411	29476301	SLX1A-SULT1A3	311202
NR_037609	chr16	29466411	29476301	SLX1B-SULT1A4	311192
NM_001320607	chr16	29464908	29466285	BOLA2B	156742
NR_135316	chr16	29454225	29466285	BOLA2-SMG1P6	279729
NM_024044	chr16	29465821	29469545	SLX1B	349741
NR_135304	chr16	29464908	29465526	BOLA2	38314
NM_178044	chr16	29465821	29469545	SLX1B	349741
NM_177552	chr16	29471206	29476301	SULT1A3	155204
NM_001039182	chr16	29464908	29466285	BOLA2B	156742
NM_001017390	chr16	29471206	29476301	SULT1A4	152350
NM_001015000	chr16	29465821	29469545	SLX1A	202519
NM_001014999	chr16	29465821	29469545	SLX1A	202519
NR_037451	chr16	29610499	29610586	MIR3680-1	289479
NR_135305	chr16	29556331	29606413	SMG1P2	275065
NR_049833	chr16	29610499	29610586	MIR3680-2	289178
NM_001355401	chr16	29494854	29517195	NPIPB12	439954
NM_001318250	chr16	29690328	29710021	QPRT	23472
NM_001318249	chr16	29690328	29710021	QPRT	23472
NR_134536	chr16	29690328	29710021	QPRT	23472
NM_003123	chr16	29674539	29682193	SPN	84684
NM_014298	chr16	29690328	29710021	QPRT	23472
NM_001030288	chr16	29674270	29682193	SPN	84684
NM_001276276	chr16	29817857	29822504	MAZ	154249
NM_001276275	chr16	29817416	29822504	MAZ	154249
NM_001256269	chr16	29802033	29816706	KIF22	84433
NM_001256270	chr16	29802288	29816706	KIF22	84433
NM_145239	chr16	29823408	29827202	PRRT2	152109
NR_074080	chr16	29817857	29822504	MAZ	154249
NM_024516	chr16	29827527	29833816	PAGR1	284625
NR_024370	chr16	29875003	29879374	CDIPT-AS1	413947
